# t=0開傘 (Up to date)
# 1065 data points written for 8 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (21.4 m/s):  "Parachute"
#
# Time (s),Altitude (m),Vertical velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral velocity (m/s),Angle of attack (°)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
99.446,551.608,-6.889,0.114,-40.729,0.139,4.668,NaN
99.8,549.162,-6.912,1.235,-42.389,0.138,4.701,NaN
100.154,546.726,-6.885,0.192,-44.126,0.138,5.136,NaN
100.508,544.281,-6.91,0.896,-45.958,0.138,5.199,NaN
100.861,541.844,-6.896,0.333,-47.849,0.138,5.515,NaN
101.215,539.402,-6.908,0.52,-49.779,0.138,5.398,NaN
101.568,536.964,-6.904,1.083,-51.653,0.138,5.214,NaN
101.921,534.528,-6.887,0.564,-53.562,0.138,5.596,NaN
102.275,532.088,-6.902,0.532,-55.578,0.138,5.795,NaN
102.628,529.65,-6.902,0.975,-57.592,0.138,5.608,NaN
102.981,527.215,-6.889,0.068,-59.511,0.138,5.263,NaN
103.335,524.776,-6.905,0.161,-61.376,0.138,5.281,NaN
103.688,522.34,-6.904,0.541,-63.229,0.138,5.224,NaN
104.041,519.906,-6.899,0.374,-65.038,0.138,5.033,NaN
104.394,517.47,-6.901,0.291,-66.791,0.138,4.901,NaN
104.746,515.036,-6.901,0.363,-68.502,0.137,4.799,NaN
105.099,512.602,-6.899,0.371,-70.217,0.137,4.927,NaN
105.452,510.169,-6.899,0.16,-71.932,0.137,4.796,NaN
105.804,507.735,-6.9,0.462,-73.614,0.137,4.74,NaN
106.157,505.304,-6.896,0.24,-75.313,0.137,4.903,NaN
106.51,502.871,-6.898,0.14,-77.027,0.137,4.818,NaN
107.01,499.422,-6.898,0.136,-79.419,0.137,4.748,NaN
107.362,496.991,-6.897,0.669,-81.084,0.137,4.7,NaN
107.714,494.563,-6.889,0.115,-82.781,0.137,4.936,NaN
108.067,492.131,-6.896,0.069,-84.515,0.137,4.896,NaN
108.419,489.702,-6.895,0.323,-86.236,0.137,4.872,NaN
108.772,487.274,-6.893,0.039,-87.972,0.137,4.985,NaN
109.124,484.845,-6.894,0.622,-89.73,0.137,4.999,NaN
109.476,482.419,-6.886,1.261,-91.453,0.137,4.78,NaN
109.829,479.996,-6.864,0.419,-93.216,0.137,5.224,NaN
110.182,477.565,-6.889,0.088,-95.089,0.136,5.37,NaN
110.534,475.138,-6.891,0.23,-96.986,0.136,5.401,NaN
110.886,472.712,-6.889,0.402,-98.873,0.136,5.32,NaN
111.238,470.288,-6.886,0.015,-100.771,0.136,5.462,NaN
111.591,467.863,-6.889,1.367,-102.695,0.136,5.467,NaN
111.942,465.444,-6.855,1.169,-104.534,0.136,4.987,NaN
112.296,463.019,-6.863,0.381,-106.224,0.136,4.574,NaN
112.649,460.592,-6.884,0.029,-107.863,0.136,4.707,NaN
113.001,458.169,-6.886,0.758,-109.517,0.136,4.697,NaN
113.353,455.749,-6.875,0.511,-111.216,0.136,4.963,NaN
113.705,453.327,-6.88,1.197,-112.996,0.136,5.143,NaN
114.057,450.909,-6.858,0.392,-114.88,0.136,5.564,NaN
114.41,448.485,-6.88,1.245,-116.82,0.136,5.427,NaN
114.762,446.069,-6.855,0.303,-118.652,0.136,4.99,NaN
115.115,443.645,-6.88,0.403,-120.432,0.135,5.094,NaN
115.466,441.226,-6.878,0.313,-122.248,0.135,5.236,NaN
115.818,438.808,-6.878,0.011,-124.07,0.135,5.126,NaN
116.169,436.389,-6.879,0.693,-125.871,0.135,5.122,NaN
116.521,433.974,-6.87,0.423,-127.714,0.135,5.365,NaN
116.873,431.556,-6.875,0.207,-129.575,0.135,5.217,NaN
117.224,429.139,-6.876,0.289,-131.396,0.135,5.144,NaN
117.576,426.723,-6.875,0.435,-133.186,0.135,5.042,NaN
117.927,424.308,-6.872,0.095,-134.93,0.135,4.889,NaN
118.278,421.892,-6.875,1.604,-136.643,0.135,4.856,NaN
118.63,419.486,-6.83,0.775,-138.447,0.135,5.418,NaN
118.983,417.066,-6.863,0.405,-140.314,0.135,5.146,NaN
119.335,414.651,-6.87,0.237,-142.148,0.135,5.288,NaN
119.686,412.238,-6.871,0.051,-143.991,0.135,5.204,NaN
120.037,409.825,-6.871,0.091,-145.815,0.134,5.187,NaN
120.388,407.413,-6.871,0.904,-147.641,0.134,5.218,NaN
120.739,405.005,-6.856,0.237,-149.528,0.134,5.535,NaN
121.091,402.591,-6.868,0.46,-151.461,0.134,5.453,NaN
121.442,400.181,-6.865,0.96,-153.346,0.134,5.291,NaN
121.793,397.774,-6.852,0.069,-155.145,0.134,4.955,NaN
122.144,395.361,-6.867,0.211,-156.89,0.134,4.974,NaN
122.495,392.953,-6.866,0.015,-158.648,0.134,5.048,NaN
122.846,390.544,-6.866,0.281,-160.418,0.134,5.042,NaN
123.197,388.136,-6.864,0.284,-162.204,0.134,5.141,NaN
123.548,385.729,-6.863,1.086,-164.025,0.134,5.241,NaN
123.898,383.326,-6.843,0.114,-165.929,0.134,5.621,NaN
124.25,380.916,-6.863,0.615,-167.912,0.134,5.656,NaN
124.601,378.511,-6.855,0.125,-169.857,0.134,5.44,NaN
124.951,376.104,-6.861,0.035,-171.759,0.133,5.397,NaN
125.302,373.699,-6.861,0.638,-173.648,0.133,5.384,NaN
125.652,371.296,-6.853,1.309,-175.496,0.133,5.161,NaN
126.003,368.896,-6.829,0.556,-177.387,0.133,5.619,NaN
126.355,366.488,-6.853,0.29,-179.33,0.133,5.425,NaN
126.706,364.085,-6.856,0.663,-181.215,0.133,5.324,NaN
127.056,361.684,-6.849,0.26,-183.04,0.133,5.091,NaN
127.407,359.28,-6.855,0.257,-184.841,0.133,5.183,NaN
127.757,356.879,-6.855,0.196,-186.673,0.133,5.273,NaN
128.108,354.478,-6.854,0.441,-188.531,0.133,5.341,NaN
128.458,352.078,-6.851,0.241,-190.375,0.133,5.187,NaN
128.808,349.678,-6.853,0.026,-192.177,0.133,5.102,NaN
129.158,347.278,-6.853,1.286,-193.962,0.133,5.093,NaN
129.508,344.884,-6.824,0.261,-195.667,0.133,4.644,NaN
129.86,342.481,-6.851,0.148,-197.314,0.132,4.732,NaN
130.36,339.055,-6.851,0.389,-199.662,0.132,4.658,NaN
130.71,336.659,-6.847,0.035,-201.268,0.132,4.522,NaN
131.06,334.261,-6.849,0.186,-202.853,0.132,4.534,NaN
131.41,331.865,-6.848,0.957,-204.428,0.132,4.469,NaN
131.76,329.472,-6.832,0.888,-206.05,0.132,4.803,NaN
132.11,327.076,-6.833,0.062,-207.788,0.132,5.114,NaN
132.461,324.679,-6.846,1.07,-209.578,0.132,5.097,NaN
132.811,322.288,-6.826,0.264,-211.426,0.132,5.471,NaN
133.161,319.891,-6.844,0.508,-213.329,0.132,5.38,NaN
133.511,317.498,-6.84,0.83,-215.18,0.132,5.203,NaN
133.861,315.107,-6.831,0.151,-216.949,0.132,4.912,NaN
134.211,312.712,-6.843,0.011,-218.678,0.132,4.964,NaN
134.561,310.32,-6.842,0.075,-220.413,0.132,4.961,NaN
134.91,307.929,-6.842,0.445,-222.152,0.132,4.987,NaN
135.26,305.539,-6.837,0.794,-223.922,0.131,5.142,NaN
135.609,303.149,-6.829,0.048,-225.671,0.131,4.864,NaN
135.959,300.757,-6.84,0.647,-227.371,0.131,4.851,NaN
136.309,298.369,-6.831,0.289,-229.026,0.131,4.625,NaN
136.658,295.979,-6.837,0.649,-230.662,0.131,4.726,NaN
137.008,293.592,-6.83,0.802,-232.353,0.131,4.953,NaN
137.357,291.204,-6.825,0.93,-234.133,0.131,5.233,NaN
137.707,288.818,-6.821,0.696,-235.907,0.131,4.908,NaN
138.057,286.429,-6.827,0.638,-237.582,0.131,4.664,NaN
138.407,284.043,-6.827,0.577,-239.252,0.131,4.887,NaN
138.756,281.656,-6.828,0.477,-240.995,0.131,5.089,NaN
139.106,279.27,-6.829,0.596,-242.744,0.131,4.923,NaN
139.455,276.886,-6.826,0.534,-244.5,0.131,5.131,NaN
139.804,274.501,-6.827,0.958,-246.325,0.131,5.317,NaN
140.154,272.119,-6.815,0.839,-248.24,0.131,5.652,NaN
140.503,269.734,-6.818,0.497,-250.166,0.13,5.359,NaN
140.853,267.35,-6.825,0.102,-252.009,0.13,5.185,NaN
141.202,264.966,-6.829,0.258,-253.825,0.13,5.22,NaN
141.551,262.584,-6.827,0.07,-255.631,0.13,5.13,NaN
141.9,260.202,-6.828,0.321,-257.416,0.13,5.106,NaN
142.249,257.821,-6.825,0.226,-259.217,0.13,5.218,NaN
142.597,255.44,-6.826,0.879,-261.023,0.13,5.139,NaN
142.946,253.062,-6.812,0.343,-262.762,0.13,4.833,NaN
143.296,250.68,-6.823,0.757,-264.429,0.13,4.713,NaN
143.644,248.302,-6.814,0.249,-266.119,0.13,4.977,NaN
143.993,245.922,-6.823,0.333,-267.872,0.13,5.063,NaN
144.342,243.544,-6.821,0.572,-269.617,0.13,4.947,NaN
144.691,241.166,-6.817,0.508,-271.307,0.13,4.748,NaN
145.039,238.789,-6.817,0.089,-272.994,0.13,4.925,NaN
145.388,236.411,-6.821,0.41,-274.716,0.13,4.956,NaN
145.737,234.035,-6.817,0.109,-276.468,0.129,5.099,NaN
146.085,231.658,-6.819,0.265,-278.252,0.129,5.137,NaN
146.434,229.283,-6.818,0.365,-280.025,0.129,5.044,NaN
146.782,226.908,-6.816,0.841,-281.805,0.129,5.171,NaN
147.13,224.535,-6.805,0.847,-283.657,0.129,5.464,NaN
147.479,222.161,-6.804,0.121,-285.512,0.129,5.169,NaN
147.828,219.785,-6.816,1.018,-287.323,0.129,5.209,NaN
148.176,217.415,-6.797,0.066,-289.075,0.129,4.855,NaN
148.525,215.04,-6.815,0.244,-290.767,0.129,4.84,NaN
148.873,212.667,-6.813,0.778,-292.437,0.129,4.755,NaN
149.222,210.297,-6.803,0.167,-294.14,0.129,5.026,NaN
149.57,207.924,-6.812,0.423,-295.882,0.129,4.968,NaN
149.918,205.554,-6.809,0.487,-297.585,0.129,4.821,NaN
150.266,203.184,-6.807,0.823,-299.234,0.129,4.652,NaN
150.614,200.815,-6.799,0.122,-300.903,0.129,4.938,NaN
150.963,198.444,-6.81,0.993,-302.632,0.128,4.979,NaN
151.311,196.078,-6.792,0.599,-304.424,0.128,5.324,NaN
151.66,193.708,-6.802,0.632,-306.244,0.128,5.116,NaN
152.008,191.34,-6.801,0.419,-307.987,0.128,4.896,NaN
152.356,188.971,-6.804,0.774,-309.716,0.128,5.042,NaN
152.704,186.606,-6.796,0.777,-311.424,0.128,4.772,NaN
153.052,184.239,-6.795,0.415,-313.038,0.128,4.502,NaN
153.4,181.872,-6.802,0.2,-314.631,0.128,4.646,NaN
153.748,179.506,-6.804,0.284,-316.259,0.128,4.716,NaN
154.096,177.141,-6.803,0.237,-317.915,0.128,4.815,NaN
154.443,174.776,-6.802,0.463,-319.575,0.128,4.732,NaN
154.791,172.412,-6.799,0.719,-321.248,0.128,4.893,NaN
155.139,170.049,-6.793,0.364,-322.992,0.128,5.143,NaN
155.486,167.685,-6.799,0.45,-324.804,0.128,5.27,NaN
155.834,165.322,-6.797,0.538,-326.608,0.128,5.113,NaN
156.182,162.96,-6.795,0.392,-328.353,0.127,4.926,NaN
156.529,160.598,-6.797,0.493,-330.041,0.127,4.79,NaN
156.877,158.236,-6.794,0.928,-331.676,0.127,4.619,NaN
157.224,155.877,-6.783,0.042,-333.225,0.127,4.297,NaN
157.572,153.514,-6.797,0.453,-334.721,0.127,4.298,NaN
157.919,151.155,-6.793,0.341,-336.24,0.127,4.455,NaN
158.267,148.795,-6.794,0.324,-337.809,0.127,4.574,NaN
158.614,146.436,-6.794,0.345,-339.416,0.127,4.686,NaN
158.961,144.077,-6.793,2.001,-341.064,0.127,4.806,NaN
159.308,141.73,-6.727,0.456,-342.853,0.127,5.498,NaN
159.659,139.361,-6.791,0.501,-344.806,0.127,5.644,NaN
160.006,137.004,-6.788,0.215,-346.795,0.127,5.818,NaN
160.353,134.647,-6.791,0.664,-348.803,0.127,5.743,NaN
160.7,132.292,-6.784,0.187,-350.756,0.127,5.513,NaN
161.048,129.934,-6.79,0.497,-352.659,0.127,5.449,NaN
161.394,127.58,-6.786,0.409,-354.52,0.126,5.277,NaN
161.742,125.224,-6.786,0.983,-356.326,0.126,5.135,NaN
162.088,122.872,-6.772,0.914,-358.167,0.126,5.476,NaN
162.436,120.518,-6.773,0.153,-360.015,0.126,5.158,NaN
162.784,118.162,-6.787,0.019,-361.816,0.126,5.209,NaN
163.13,115.809,-6.787,0.139,-363.624,0.126,5.216,NaN
163.477,113.456,-6.786,0.598,-365.44,0.126,5.264,NaN
163.824,111.105,-6.779,0.106,-367.301,0.126,5.471,NaN
164.171,108.752,-6.785,0.392,-369.193,0.126,5.435,NaN
164.517,106.401,-6.781,0.076,-371.053,0.126,5.299,NaN
164.864,104.05,-6.783,0.309,-372.885,0.126,5.273,NaN
165.21,101.7,-6.781,0.41,-374.694,0.126,5.165,NaN
165.557,99.35,-6.779,0.743,-376.459,0.126,5.023,NaN
165.903,97.002,-6.772,0.1,-378.156,0.126,4.766,NaN
166.25,94.651,-6.781,0.049,-379.803,0.125,4.733,NaN
166.597,92.303,-6.78,0.047,-381.439,0.125,4.715,NaN
166.943,89.954,-6.78,0.307,-383.075,0.125,4.732,NaN
167.289,87.607,-6.777,0.367,-384.732,0.125,4.838,NaN
167.636,85.26,-6.776,0.038,-386.386,0.125,4.711,NaN
167.982,82.913,-6.778,1.161,-388.015,0.125,4.698,NaN
168.328,80.571,-6.754,0.836,-389.711,0.125,5.099,NaN
168.676,78.223,-6.764,0.564,-391.533,0.125,5.389,NaN
169.022,75.876,-6.77,0.806,-393.435,0.125,5.585,NaN
169.369,73.532,-6.764,0.264,-395.418,0.125,5.864,NaN
169.715,71.186,-6.773,0.591,-397.435,0.125,5.773,NaN
170.062,68.843,-6.768,0.077,-399.397,0.125,5.568,NaN
170.408,66.498,-6.773,1.096,-401.33,0.125,5.594,NaN
170.754,64.159,-6.752,0.346,-403.2,0.125,5.216,NaN
171.101,61.813,-6.77,0.705,-405.031,0.125,5.334,NaN
171.447,59.472,-6.762,0.308,-406.834,0.124,5.091,NaN
171.793,57.129,-6.769,0.975,-408.579,0.124,4.984,NaN
172.139,54.79,-6.753,0.577,-410.361,0.124,5.321,NaN
172.486,52.447,-6.763,1.076,-412.171,0.124,5.122,NaN
172.832,50.11,-6.748,1.786,-413.879,0.124,4.749,NaN
173.179,47.776,-6.713,0.405,-415.633,0.124,5.368,NaN
173.527,45.427,-6.765,0.114,-417.527,0.124,5.499,NaN
173.873,43.087,-6.766,0.239,-419.435,0.124,5.539,NaN
174.218,40.749,-6.765,0.605,-421.336,0.124,5.456,NaN
174.564,38.412,-6.759,0.405,-423.258,0.124,5.665,NaN
174.91,36.073,-6.762,0.706,-425.193,0.124,5.525,NaN
175.256,33.737,-6.755,0.236,-427.061,0.124,5.281,NaN
175.602,31.399,-6.762,0.26,-428.902,0.124,5.363,NaN
175.947,29.063,-6.761,0.634,-430.77,0.124,5.453,NaN
176.293,26.728,-6.755,0.847,-432.616,0.123,5.234,NaN
176.638,24.393,-6.749,0.088,-434.375,0.123,4.941,NaN
176.984,22.056,-6.761,1.072,-436.09,0.123,4.969,NaN
177.33,19.725,-6.74,0.654,-437.869,0.123,5.339,NaN
177.676,17.389,-6.752,0.374,-439.757,0.123,5.565,NaN
178.022,15.054,-6.756,0.143,-441.659,0.123,5.435,NaN
178.367,12.72,-6.758,0.189,-443.527,0.123,5.386,NaN
178.712,10.388,-6.757,0.159,-445.375,0.123,5.321,NaN
179.057,8.055,-6.756,0.42,-447.203,0.123,5.266,NaN
179.403,5.724,-6.753,0.804,-448.995,0.123,5.121,NaN
179.748,3.394,-6.744,0.303,-450.716,0.123,4.844,NaN
180.094,1.061,-6.753,0.562,-452.408,0.123,4.948,NaN
# Event GROUND_HIT occurred at t=180.251 seconds
# Event SIMULATION_END occurred at t=180.251 seconds
180.251,0,-6.751,0.125,-453.178,0.123,4.86,NaN
